NomeCliente;EnderecoCompleto;ValorFatura;NumeroPaginas
Cliente Ficticio 4597;R OSCAR PINHEIRO COELHO,132,CASA 1 05516050  SAO PAULO SP ;4424;4;
Cliente Ficticio 4598;R ARNALDO CINTRA,   190, BL B, APT 135 03088000  SAO PAULO SP ;27680;4;
Cliente Ficticio 4599;R PEDRO BRESSAN,    35 14808256  ARARAQUARA SP ;17570;4;
Cliente Ficticio 4600;R MUNIZ DE SOUSA,   888, SALA 2 01534001  SAO PAULO SP ;10583;4;
Cliente Ficticio 4601;R GONCALVES LEDO,   436 13607361  ARARAS SP ;23545;4;
Cliente Ficticio 4602;R PAPA JOAO XXIII,   131 78015615  CUIABA MT ;7348;4;
Cliente Ficticio 4603;R PARATIBA,15,CASA 3 03688010  SAO PAULO SP ;20353;4;
Cliente Ficticio 4604;R ACACIO VASCONCELOS,   129 04359100  SAO PAULO SP ;1939;4;
Cliente Ficticio 4605;R DIRCE,   179, VL 6, CS 4 06436050  BARUERI SP ;5006;4;
Cliente Ficticio 4606;R MARILIA,   400,   SN 13843190  MOGI GUACU SP ;23389;4;
Cliente Ficticio 4607;R DAS PITANGUEIRAS,   296, CASA 2 09940530  DIADEMA SP ;9793;4;
Cliente Ficticio 4608;R ROBERTO FERNANDES,   220, BL SABIA, APT 63 06321240  CARAPICUIBA SP ;7266;4;
Cliente Ficticio 4609;R DINAMARCA,   728 13471600  AMERICANA SP ;27047;4;
Cliente Ficticio 4610;R VENANCIO AIRES,  1126, APT 401 97010000  SANTA MARIA RS ;23991;4;
Cliente Ficticio 4612;AV CASSIOPEIA,   961 12230011  SAO JOSE DOS CAMPOS SP ;32380;4;
Cliente Ficticio 4613;R DOS TOROROS,1402 59054550  NATAL RN ;9290;4;
Cliente Ficticio 4614;R BERILO FONSECA DORIA,   112, CASA 1 49066240  ARACAJU SE ;17938;4;
Cliente Ficticio 4615;R CARMEM FERRAZ SILVA,   225 13414121  PIRACICABA SP ;21145;4;
Cliente Ficticio 4616;R EUGENIO GUISARD,255 12062110  TAUBATE SP ;17480;4;
Cliente Ficticio 4617;R EUGENIO LEITE DA CRUZ,93 18103431  SOROCABA SP ;26240;4;
Cliente Ficticio 4619;R CANDOCA,72,TV DA RUA VERTENTE 02256130  SAO PAULO SP ;23141;4;
Cliente Ficticio 4620;R DOS MANACAS,   365 13846244  MOGI GUACU SP ;4248;4;
Cliente Ficticio 4621;AV SEN VERGUEIRO,  3727, CASA FUNDOS 09601000  SAO BERNARDO DO CAMPO SP ;22725;4;
Cliente Ficticio 4622;R DR ANGELO PERNAMBUCO,    21 13212123  JUNDIAI SP ;11490;4;
Cliente Ficticio 4623;TV ANGELO MARTINS,    68 57025750  MACEIO AL ;45340;4;
Cliente Ficticio 4624;R CAICARA,   402, CASA 1 21361630  RIO DE JANEIRO RJ ;6116;4;
Cliente Ficticio 4625;R CNSO ZENHA,    76, APT 101 20550090  RIO DE JANEIRO RJ ;23045;4;
Cliente Ficticio 4627;R TRIUNFO,   130 93700000  CAMPO BOM RS ;20350;4;
Cliente Ficticio 4628;R INACIO KARPINSKI,  1410, BL 1, APT 31 85045000  GUARAPUAVA PR ;17773;4;
Cliente Ficticio 4629;R MARIA CAMURI DA ROCHA,   174 13470291  AMERICANA SP ;13094;4;
Cliente Ficticio 4630;R GUIRATINGA,   299, CASA 4 04141000  SAO PAULO SP ;13333;4;
Cliente Ficticio 4631;R AGUA SANTA,   428 14406668  FRANCA SP ;14313;4;
Cliente Ficticio 4633;R JOSE PEREZ,    95 08753430  MOGI DAS CRUZES SP ;22140;4;
Cliente Ficticio 4634;R VSC DE TAMANDARE,   755, APT 104 95900000  LAJEADO RS ;7716;4;
Cliente Ficticio 4635;AV SATURNINO DE BRITO,  1152, APT 306 91320000  PORTO ALEGRE RS ;36288;4;
Cliente Ficticio 4636;R BERNARDO DOS SANTOS,    10, BL OMEGA, APT 61 05542000  SAO PAULO SP ;25066;4;
Cliente Ficticio 4637;R DR ZUQUIM,  1782, APT 182 02035022  SAO PAULO SP ;15102;4;
Cliente Ficticio 4638;QNP, QD 34, CJ J, LT 16 72236410  BRASILIA DF ;19820;4;
Cliente Ficticio 4639;R AVINHADO,276,CASA 5 08032320  SAO PAULO SP ;15809;4;
Cliente Ficticio 4640;R CORTEZ PEREIRA,   587 59072600  NATAL RN ;14637;4;
Cliente Ficticio 4641;R MANOEL SYLVESTRE DE FREITAS FILHO,    75, BL F, APT 307 13040089  CAMPINAS SP ;18945;4;
Cliente Ficticio 4642;R RIACHUELO,   215, SALA A 17201340  JAU SP ;5289;4;
Cliente Ficticio 4643;R MARIA PAIS DE BARROS,   503, CASA 1 04402140  SAO PAULO SP ;34431;4;
Cliente Ficticio 4644;AV MAL TITO,  2518, CASA 1 08022000  SAO PAULO SP ;14465;4;
Cliente Ficticio 4645;R BR DA PEDRA NEGRA,   365, APT 101 12020220  TAUBATE SP ;25416;4;
Cliente Ficticio 4647;AV NOSSA SENHORA APARECIDA,2214,CASA DA FRENTE 14170160  SERTAOZINHO SP ;21736;4;
Cliente Ficticio 4648;R ARQ RAFFAELLO BERTI,   730 30210120  BELO HORIZONTE MG ;36952;4;
Cliente Ficticio 4649;R OLIMPIO PORTUGAL,   240, APT 4 03112010  SAO PAULO SP ;47754;4;
Cliente Ficticio 4650;R JOAQUIM EDUARDO DE FARIAS,   209, BL C, APT 1904 59091130  NATAL RN ;15151;4;
Cliente Ficticio 4651;AC, QD 03, LT 20, APT 204 71810300  BRASILIA DF ;3120;4;
Cliente Ficticio 4652;AV GEN CAMARA,   274, APT 01 98025323  CRUZ ALTA RS ;2377;4;
Cliente Ficticio 4653;AV ELEONOR ROOSEVELT,   598, BL PORTO DE MÓS, APT 31 11085690  SANTOS SP ;3750;4;
Cliente Ficticio 4655;R GONCALVES LEDO,3,51 11070330  SANTOS SP ;13615;4;
Cliente Ficticio 4656;R COSTA SENNA,  1401, CASA E 30720496  BELO HORIZONTE MG ;14168;4;
Cliente Ficticio 4657;R DR GASPAR RICARDO,210,APT 22 11070350  SANTOS SP ;6366;4;
Cliente Ficticio 4658;R ALASKA, QD 14, - 10 17054040  BAURU SP ;21190;4;
Cliente Ficticio 4660;R DA BICA,   410, BL D/SABIA, APT 184 02925000  SAO PAULO SP ;26477;4;
Cliente Ficticio 4661;R DAS QUARESMEIRAS,    79 13405095  PIRACICABA SP ;15537;4;
Cliente Ficticio 4662;R BR DO AMAZONAS,   175 96400220  BAGE RS ;26937;4;
Cliente Ficticio 4663;R IBATINGUI,    90, CASA FUNDOS 88032520  FLORIANOPOLIS SC ;12426;4;
Cliente Ficticio 4664;R TROVAO,    63, 07133090  GUARULHOS SP ;37898;4;
Cliente Ficticio 4665;R TOMAS COELHO,    46, APT 301 20540110  RIO DE JANEIRO RJ ;37341;4;
Cliente Ficticio 4666;AV SAPOPEMBA, 13370, BL 2, APT 96 03989000  SAO PAULO SP ;36280;4;
Cliente Ficticio 4667;R VSC DE FARIAS,    49, BL GUAIUMBI, APT 14 11075710  SANTOS SP ;31826;4;
Cliente Ficticio 4669;R RIO CAMBARA,   415 93334256  NOVO HAMBURGO RS ;27384;6;
Cliente Ficticio 4670;R EZIO ROSSI,23,VIELA MARIA MORAIS 09320520  MAUA SP ;9167;6;
Cliente Ficticio 4685;R JOSE LUCIANO BARBOSA,108 12061640  TAUBATE SP ;39254;4;
Cliente Ficticio 4686;R AFONSO BRAZ,   473, APT 34 04511011  SAO PAULO SP ;20686;4;
Cliente Ficticio 4687;AL DOS CRAVOS,210 18055135  SOROCABA SP ;32910;4;
Cliente Ficticio 4688;R STA CRUZ DO ESCALVADO,118 02871000  SAO PAULO SP ;14741;4;
Cliente Ficticio 4689;R RODRIGUES DUARTE,   599 14409300  FRANCA SP ;15815;4;
Cliente Ficticio 4691;R JOSE MARIA PINHEIRO LIMA,498 81810400  CURITIBA PR ;19995;4;
Cliente Ficticio 4692;R DOS GUARANIS,  1340 14406688  FRANCA SP ;14924;4;
Cliente Ficticio 4693;R LIRIO BRANCO,85,CS 4 20251620  RIO DE JANEIRO RJ ;18704;4;
Cliente Ficticio 4694;R DR JOAO BATISTA SOARES DE FARIA,    89, APT 73 02403050  SAO PAULO SP ;24353;4;
Cliente Ficticio 4695;R INDIA,   661 13470110  AMERICANA SP ;29042;4;
Cliente Ficticio 4696;QN,320,CJ 4, LT1, APT205 72310004  BRASILIA DF ;9260;4;
Cliente Ficticio 4697;R VINTE E CINCO DE DEZEMBRO,   240, CASA 1 09941370  DIADEMA SP ;21339;4;
Cliente Ficticio 4698;R GEORGINA DE ALBUQUERQUE,   196 04355080  SAO PAULO SP ;18416;4;
Cliente Ficticio 4699;R STO ANTONIO,   716, APT 803 90220010  PORTO ALEGRE RS ;28734;4;
Cliente Ficticio 4700;R RIO PARU (RES V MELHOR), 99999, BL 143, QD 9, APT 104 69018550  MANAUS AM ;27530;4;
Cliente Ficticio 4701;R ITAPEVA,   240, CJ 1808 01332000  SAO PAULO SP ;15431;4;
Cliente Ficticio 4702;R DR ELISIO DE CASTRO,   336, APT 15 04277010  SAO PAULO SP ;18115;4;
Cliente Ficticio 4703;R HELIO DE MORAIS REGO, 99999, QD E, LT 41 21832030  RIO DE JANEIRO RJ ;9513;4;
Cliente Ficticio 4706;R ALM ALEXANDRINO,   630, APT 106 S 20241260  RIO DE JANEIRO RJ ;14830;4;
Cliente Ficticio 4707;R ZORAIDE EVA DAS DORES,100,CASA 01 06871090  ITAPECERICA DA SERRA SP ;151;4;
Cliente Ficticio 4708;R DR HOMERO COUTINHO,   405 12513250  GUARATINGUETA SP ;19688;4;
Cliente Ficticio 4709;R PRF ALFREDO SEDALYRIO DE MORAES,56 12310100  JACAREI SP ;4131;4;
Cliente Ficticio 4710;R JOAO CESAR MARIATH,    83 04821080  SAO PAULO SP ;14976;4;
Cliente Ficticio 4713;R EDUARDO CARLOS PEREIRA,  4125, BL 10B, APT 28 81020235  CURITIBA PR ;28511;4;
Cliente Ficticio 4714;PSG JOAO COBO,     6, CASA 1 06216080  OSASCO SP ;25148;4;
Cliente Ficticio 4715;AV FRANCISCO TREIN,   208, SALA 304 91350200  PORTO ALEGRE RS ;15442;4;
Cliente Ficticio 4716;R ICARAI,   877, APT 203 30770584  BELO HORIZONTE MG ;19265;4;
Cliente Ficticio 4717;R DA FRATERNIDADE,    47 12908470  BRAGANCA PAULISTA SP ;41160;4;
Cliente Ficticio 4718;R ANIBAL DOMINGOS PIRES,   537 86073620  LONDRINA PR ;19675;4;
Cliente Ficticio 4719;R DEP ATILIO DE ALMEIDA BARBOSA,   471 82560460  CURITIBA PR ;23406;4;
Cliente Ficticio 4720;R DAS CARNAUBAS,   441, BL ARAÇÁ, APT 202 60743780  FORTALEZA CE ;17324;4;
Cliente Ficticio 4721;R MARIO AGOSTINELLI,    55, BL 2, APT 502 22775046  RIO DE JANEIRO RJ ;33833;4;
Cliente Ficticio 4722;R 10,   298, QD B-06, LT 13/80, APT 1102 74120020  GOIANIA GO ;22026;4;
Cliente Ficticio 4723;AV DR BERNARDINO DE CAMPOS,   426, BL CAETE, APT 81 11065002  SANTOS SP ;19442;4;
Cliente Ficticio 4724;NORTE, AVN PAU BRASIL, LT 04, APT 1008 71916500  BRASILIA DF ;21724;4;
Cliente Ficticio 4725;AV CNSO CARRAO,   854, APT 31 03402000  SAO PAULO SP ;4562;4;
Cliente Ficticio 4727;AV S MIGUEL,  2187 03619100  SAO PAULO SP ;17941;4;
Cliente Ficticio 4728;R DR JOAQUIM GOMES DOS REIS,313 17201350  JAU SP ;13333;4;
Cliente Ficticio 4729;R NELSON RODRIGUES,    30, FT 69035351  MANAUS AM ;12490;4;
Cliente Ficticio 4730;R ATILIO CHIEREGATO,  2735 14406755  FRANCA SP ;17615;4;
Cliente Ficticio 4735;R DOMINGOS AFONSO,   596 03161090  SAO PAULO SP ;14153;4;
Cliente Ficticio 4736;R WALDEMAR ROCHA,   358 30850440  BELO HORIZONTE MG ;25975;4;
Cliente Ficticio 4737;R TITA RUFFO,   143 03965000  SAO PAULO SP ;21191;4;
Cliente Ficticio 4738;R HUMBERTO DE CAMPOS,790 09581310  SAO CAETANO DO SUL SP ;17386;4;
Cliente Ficticio 4739;R ELIZEU DI BERNARDI,   337, BL A, APT 206 88101050  SAO JOSE SC ;22460;4;
Cliente Ficticio 4741;R ELEUTERIO,   171, BL F, APT 21 09230350  SANTO ANDRE SP ;29873;4;
Cliente Ficticio 4742;R ZILDA DE SOUZA RIZZI,951 14093010  RIBEIRAO PRETO SP ;13468;4;
Cliente Ficticio 4743;R MAL FLORIANO PEIXOTO,   382 08715210  MOGI DAS CRUZES SP ;1941;4;
Cliente Ficticio 4744;R ENGUAGUACU,    33, BL A, APT 63 11035071  SANTOS SP ;18037;4;
Cliente Ficticio 4745;R SRG-MOR JOAO DE SOUZA,    32, CASA 02 04209060  SAO PAULO SP ;25956;4;
Cliente Ficticio 4746;AV BRAZ DE PINA,   611, APT 103 21210673  RIO DE JANEIRO RJ ;24658;4;
Cliente Ficticio 4747;R PERCILIO NETO,   131, APT 101 04131080  SAO PAULO SP ;34224;4;
Cliente Ficticio 4748;R ANDRADE NEVES,  1018, APT 401 95084200  CAXIAS DO SUL RS ;28688;4;
Cliente Ficticio 4749;R CDOR CANTINHO,   455 03603020  SAO PAULO SP ;9431;4;
Cliente Ficticio 4750;R TORRES HOMEM,    67 20551070  RIO DE JANEIRO RJ ;34089;4;
Cliente Ficticio 4751;R BAIA GRANDE,44 03202000  SAO PAULO SP ;26224;4;
Cliente Ficticio 4752;SQN,302,BL G APT 503 70723070  BRASILIA DF ;47788;4;
Cliente Ficticio 4753;R ARMADILHO,   110 03713060  SAO PAULO SP ;16211;4;
Cliente Ficticio 4754;R CORREIA DE LEMOS,   377, APT 104 04140000  SAO PAULO SP ;25362;4;
Cliente Ficticio 4755;R ALCIDES DE FREITAS,   150 21940040  RIO DE JANEIRO RJ ;16124;4;
Cliente Ficticio 4756;R MARCELINA,   482 05044010  SAO PAULO SP ;20372;4;
Cliente Ficticio 4757;AV CDOR ANTONIO BORIN,  2955 13218640  JUNDIAI SP ;16295;4;
Cliente Ficticio 4758;R VAHIA DE ABREU,   144, BL A, APT 44 11050120  SANTOS SP ;8554;4;
Cliente Ficticio 4765;R JOAO RIBEIRO,126 30260110  BELO HORIZONTE MG ;17733;4;
Cliente Ficticio 4766;R JOSE RIBEIRO DA SILVA,  1027, RES MADRI, BL B, APT 01 42700000  LAURO DE FREITAS BA ;17251;4;
Cliente Ficticio 4767;AV NIZIA FLORESTA, QD 43, LT 10, CASA 2 74485575  GOIANIA GO ;9835;4;
Cliente Ficticio 4768;R BORGES LAGOA,   908, APT 134 04038902  SAO PAULO SP ;22078;4;
Cliente Ficticio 4769;AV TORE ALBERT MUNCK,   445, BL 5, APT 523 06700149  COTIA SP ;23965;4;
Cliente Ficticio 4770;R PAISSANDU,   364 13800165  MOGI MIRIM SP ;12568;4;
Cliente Ficticio 4771;R DR MARIO GATTI,    84, FD 02975040  SAO PAULO SP ;23222;4;
Cliente Ficticio 4772;AV FURTADO DE MENDONCA,   666 03968030  SAO PAULO SP ;15708;4;
Cliente Ficticio 4773;R S-SRG JOSE MENDES LEAL, QD 8, - 29 17065208  BAURU SP ;18891;4;
Cliente Ficticio 4774;R GEN AUTO,   165, APT 203 90010380  PORTO ALEGRE RS ;24451;4;
Cliente Ficticio 4775;R DOMINGOS MONTEIRO,  3082 64016730  TERESINA PI ;12236;4;
Cliente Ficticio 4777;R ALVARO E ALBUQUERQUE,   104, APT 203 21625060  RIO DE JANEIRO RJ ;26323;4;
Cliente Ficticio 4778;R MNS ANACLETO,    91, APT 61 03003020  SAO PAULO SP ;38237;4;
Cliente Ficticio 4779;AV GUARAPIRANGA,  2616, BL 17, APT 34 04904904  SAO PAULO SP ;22518;4;
Cliente Ficticio 4780;R DESP WILLIAM BIBIO,  2691 64045560  TERESINA PI ;12267;4;
Cliente Ficticio 4781;R VICENTE RODRIGUES,353,CASA 353 B 49032160  ARACAJU SE ;28429;4;
Cliente Ficticio 4782;R CAIMITO,    18 02861110  SAO PAULO SP ;3398;4;
Cliente Ficticio 4783;CONDOMINIO VIVENDAS BELA VISTA, MD F, CASA 19 73105909  BRASILIA DF ;21440;4;
Cliente Ficticio 4784;R PRF JOABER PEREIRA,    80, BL F, APT 401 91130270  PORTO ALEGRE RS ;7093;4;
Cliente Ficticio 4785;AL CANADA,     5 13203340  JUNDIAI SP ;16048;4;
Cliente Ficticio 4786;R TANGANICA,   199 09260070  SANTO ANDRE SP ;19770;4;
Cliente Ficticio 4787;R EUGENIO DE FREITAS,   525, BL 2, APT 56 02060000  SAO PAULO SP ;24397;4;
Cliente Ficticio 4788;R DOS ABACATEIROS,   190, / A 09940310  DIADEMA SP ;22782;4;
Cliente Ficticio 4789;R AUGUSTA MAGALHAES,    57 04155100  SAO PAULO SP ;21618;4;
Cliente Ficticio 4790;R ECA DE QUEIROZ,114,AP 164 04011909  SAO PAULO SP ;19152;4;
Cliente Ficticio 4791;AV SIRIUS,   536 95074070  CAXIAS DO SUL RS ;33674;4;
Cliente Ficticio 4792;R OLHO DAGUA DO BORGES,    94, BL 2A, APT 54 03820000  SAO PAULO SP ;10709;4;
Cliente Ficticio 4793;R ORLANDO BRANDAO,   355,   APTO 104 27323450  BARRA MANSA RJ ;18191;4;
Cliente Ficticio 4794;AV CAP LUIZ BRANDAO,  1731 13568450  SAO CARLOS SP ;14170;4;
Cliente Ficticio 4795;R EVA BLOCH,    17 04127110  SAO PAULO SP ;19052;4;
Cliente Ficticio 4796;QUADRA 203, CJ 15, LT 20 72610315  BRASILIA DF ;35209;4;
Cliente Ficticio 4797;R MANOEL GUEDES SANTOS,   147 31610010  BELO HORIZONTE MG ;15547;4;
Cliente Ficticio 4799;R FERDINANDO RUTINI,   495 05143240  SAO PAULO SP ;17362;4;
Cliente Ficticio 4800;TV EURICO COELHO,    73 15014307  SAO JOSE DO RIO PRETO SP ;22056;4;
Cliente Ficticio 4801;R MOURA BRASIL,    68, APT 503 22231200  RIO DE JANEIRO RJ ;27179;4;
Cliente Ficticio 4802;AV MAURO RAMOS,  1487, ED FIRENZE, APT 901 88020303  FLORIANOPOLIS SC ;10305;4;
Cliente Ficticio 4803;R FRANCISCO CRUZ,   142, ZEL 04117091  SAO PAULO SP ;10218;4;
Cliente Ficticio 4804;R ANGELO MARTON,   427 13470260  AMERICANA SP ;14438;4;
Cliente Ficticio 4805;R OITENTA E UM, QD 28, CASA 7 78058502  CUIABA MT ;2052;4;
Cliente Ficticio 4806;R JAPURA,   109, BL 2, APT 417 01319030  SAO PAULO SP ;20360;4;
Cliente Ficticio 4807;R FLORESTA MIRANDA,   257, AP 502 26250060  NOVA IGUACU RJ ;33611;4;
Cliente Ficticio 4808;R PRETORIA,   661 03416000  SAO PAULO SP ;7578;4;
Cliente Ficticio 4809;R DIOGO DE SILVES,    75 02808050  SAO PAULO SP ;21062;4;
Cliente Ficticio 4810;R LUIS DE CAMOES,   114, BL A, APT 75 11015400  SANTOS SP ;48244;4;
Cliente Ficticio 4811;AV OURO VERDE DE MINAS,   737 03937090  SAO PAULO SP ;19052;4;
Cliente Ficticio 4813;AV ITAOCA,2926,LJ 21061020  RIO DE JANEIRO RJ ;8490;4;
Cliente Ficticio 4814;R PRCA ISABEL,   188 13424586  PIRACICABA SP ;21012;4;
Cliente Ficticio 4815;AV DR FERNANDO ARENS,   751 13160000  ARTUR NOGUEIRA SP ;13929;4;
Cliente Ficticio 4816;R RIBEIRAO DAS ALMAS,165 02728100  SAO PAULO SP ;5049;4;
Cliente Ficticio 4817;R PRFA OFELIA OSIAS,    61 58050410  JOAO PESSOA PB ;8904;4;
Cliente Ficticio 4818;R PST AGENOR CALDEIRA DINIZ,  1008, CASA 4 03935080  SAO PAULO SP ;4545;4;
Cliente Ficticio 4819;R OTAVIO CALEGARI,   129, CASA 01 06415060  BARUERI SP ;4544;4;
Cliente Ficticio 4820;R PARAIBA,    22 96840230  SANTA CRUZ DO SUL RS ;26167;4;
Cliente Ficticio 4821;R TIMBIRAS,   598 13456086  SANTA BARBARA D OESTE SP ;18420;4;
Cliente Ficticio 4822;R CELESTINO JUNIOR,371,CS 80510100  CURITIBA PR ;40185;4;
Cliente Ficticio 4823;AV ANTONIO MUNHOZ BONILHA,1079,CASA 4 02725000  SAO PAULO SP ;1975;4;
Cliente Ficticio 4824;R LEONEL BENOTTO,   103 13471551  AMERICANA SP ;15812;4;
Cliente Ficticio 4825;R CEL LAERCIO DE OLIVEIRA,87,CASA 01 04187060  SAO PAULO SP ;19865;4;
Cliente Ficticio 4826;R DIAS DA SILVA,  1447 02114002  SAO PAULO SP ;44639;4;
Cliente Ficticio 4827;AV EDIBERTO ROQUE SFORSIN,739 18601705  BOTUCATU SP ;2790;4;
Cliente Ficticio 4828;R JOSE ALVES,    61, CASA 2 26580260  MESQUITA RJ ;10697;4;
Cliente Ficticio 4829;ESTR DO MONTEIRO,545,BL 1 AP 10 23045830  RIO DE JANEIRO RJ ;38542;4;
Cliente Ficticio 4830;AV GUAPORE,    55, APT 201 90470230  PORTO ALEGRE RS ;29931;4;
Cliente Ficticio 4831;R ANA MARIA,   163 11533170  CUBATAO SP ;18931;4;
Cliente Ficticio 4832;R INACIO HIGINO,1170,PR COSTA CLUB 403 29101085  VILA VELHA ES ;21776;4;
Cliente Ficticio 4833;R IRINEU DE BARROS SIQUEIRA,   113 09210345  SANTO ANDRE SP ;18408;4;
Cliente Ficticio 4835;AL JAUAPERI,   887, APT 44 04523014  SAO PAULO SP ;30618;4;
Cliente Ficticio 4836;R VINTE E QUATRO DE OUTUBRO,   285, FD 78005330  CUIABA MT ;11312;4;
Cliente Ficticio 4837;R OSWALD DE ANDRADE,14 09894070  SAO BERNARDO DO CAMPO SP ;1935;4;
Cliente Ficticio 4838;R BELEM,631 14402272  FRANCA SP ;14898;4;
Cliente Ficticio 4839;R TEN SILVEIRA,   834, ED SANTA BARBARA, APT 1004 88010301  FLORIANOPOLIS SC ;19977;4;
Cliente Ficticio 4840;R DIAMANTINO MATHEUS,   616 02880030  SAO PAULO SP ;24699;4;
Cliente Ficticio 4841;R IPOA,   117 89062223  BLUMENAU SC ;9794;4;
Cliente Ficticio 4842;R VER LUIZ BOTELHO,   319 24350110  NITEROI RJ ;15877;4;
Cliente Ficticio 4843;R DOS AIMORES,  1631, APT 401 30140072  BELO HORIZONTE MG ;1996;4;
Cliente Ficticio 4844;R PONTA DA MANDANHA,102,CASA 4 02955100  SAO PAULO SP ;5497;4;
Cliente Ficticio 4845;AV CURITIBA,   133, ED CAMPONEZ, APT 401 87014130  MARINGA PR ;30619;4;
Cliente Ficticio 4846;R HERCILIA DA SILVA BARBOSA,   109 06462370  BARUERI SP ;9252;4;
Cliente Ficticio 4847;R MEN JOSE DE ALMEIDA,   693 38072200  UBERABA MG ;25957;4;
Cliente Ficticio 4849;R ANTONIO PINTO GUEDES,   195, BL BRANCO, APT 13 08820430  MOGI DAS CRUZES SP ;29664;4;
Cliente Ficticio 4858;R MARCO CESAR MELOSI,   305, APT 14 13468273  AMERICANA SP ;25797;4;
Cliente Ficticio 4859;R JOAO ALMENDRA,    37, CASA 3 09581320  SAO CAETANO DO SUL SP ;10735;4;
Cliente Ficticio 4860;RUA PEDRO TEIXEIRA,1001,203 69040750  MANAUS AM ;47068;4;
Cliente Ficticio 4861;R JOSE DEMARCHI, QD 2, - 17 17026410  BAURU SP ;18367;4;
Cliente Ficticio 4862;AV CDOR ALBERTO DIAS,  1275 14802070  ARARAQUARA SP ;9698;4;
Cliente Ficticio 4863;R ADALBERTO TANAJURA,   320, TV DONA LURDES, CASA 3 B 21630000  RIO DE JANEIRO RJ ;5006;4;
Cliente Ficticio 4864;AV FREDERICO STRAUB,    75 08790310  MOGI DAS CRUZES SP ;37503;4;
Cliente Ficticio 4865;R POTUMAIO,  1260, CASA A 31050185  BELO HORIZONTE MG ;16447;4;
Cliente Ficticio 4866;R MAJ CORREIA DE MELO,   747 25075015  DUQUE DE CAXIAS RJ ;19693;4;
Cliente Ficticio 4867;R TEN-CEL HERMAN JOSE ROCHA,   226 04841260  SAO PAULO SP ;16307;4;
Cliente Ficticio 4868;R TITO LESSI,    14, CASA 2 02323180  SAO PAULO SP ;15630;4;
Cliente Ficticio 4869;R HERVAL,   427, / LOJA 03062000  SAO PAULO SP ;13179;4;
Cliente Ficticio 4871;R VER ALBERTO FALCAO BARROCA,95,APT 1501 58032070  JOAO PESSOA PB ;42687;4;
Cliente Ficticio 4872;R BENEDITO ESCALANTE (LOT VI SADIA),11,QD 04, LOT VILA SADIA 78115510  VARZEA GRANDE MT ;13680;4;
Cliente Ficticio 4873;R ELIEZER JOSE DE MACEDO,   519 03817050  SAO PAULO SP ;17053;4;
Cliente Ficticio 4874;R MIGUEL ANGELO PEREGINI, QD 2, - 36 17039240  BAURU SP ;12820;4;
Cliente Ficticio 4875;R MARCONI,   328 16010645  ARACATUBA SP ;22592;4;
Cliente Ficticio 4876;R OLINTO MAGALHAES,  2000 30830050  BELO HORIZONTE MG ;18849;4;
Cliente Ficticio 4877;AV EZELINO DA CUNHA GLORIA,   129, BL 2 B, APT 11 08775520  MOGI DAS CRUZES SP ;31005;4;
Cliente Ficticio 4878;SCLRN, QD 703, BL F, ENT 14, APT 102 70730516  BRASILIA DF ;17538;4;
Cliente Ficticio 4879;QNJ, QD 54, CASA 36, FD 72140540  BRASILIA DF ;1316;4;
Cliente Ficticio 4880;AV SETE DE SETEMBRO,759,BLOCO A AP 502 99010121  PASSO FUNDO RS ;25282;4;
Cliente Ficticio 4881;R LUIS DE CAMOES,   111, BL VILA ALCINO PEREIRA, APT 20 11015401  SANTOS SP ;15220;4;
Cliente Ficticio 4882;R CUSTODIA GODOY,   175, FU 1 78138050  VARZEA GRANDE MT ;20283;4;
Cliente Ficticio 4883;AV PRF NILTON LINS,  1100, COND ALPHA GARDEN, CASA 17 69058030  MANAUS AM ;28553;4;
Cliente Ficticio 4885;R MANOEL DE SOUZA AZEVEDO,   274 02809040  SAO PAULO SP ;1187;4;
Cliente Ficticio 4886;R C 23,    35, QD 48, LT 01 74265130  GOIANIA GO ;20439;4;
Cliente Ficticio 4887;R CLEMENTINO RODRIGUES SIMOES,   480 12247490  SAO JOSE DOS CAMPOS SP ;35426;4;
Cliente Ficticio 4901;AV CIDADE JARDIM,   901 12231675  SAO JOSE DOS CAMPOS SP ;13797;4;
Cliente Ficticio 4902;R LUISA BOCCHIGLIERI XIMENES,    54, CASA 02 04456175  SAO PAULO SP ;17025;4;
Cliente Ficticio 4903;R CECILIA FONSECA COUTINHO,   730, BL B, APT 303 30840500  BELO HORIZONTE MG ;16451;4;
Cliente Ficticio 4904;R NEREU RAMOS,    12 04070010  SAO PAULO SP ;38781;4;
Cliente Ficticio 4905;R CP 4,0,QD 04, LT 04 74373120  GOIANIA GO ;13810;4;
Cliente Ficticio 4907;R RAUL RODRIGUES DE SIQUEIRA,   337 12919484  BRAGANCA PAULISTA SP ;11536;4;
Cliente Ficticio 4908;AV CARIOCA,   661 04225002  SAO PAULO SP ;15526;4;
Cliente Ficticio 4909;R INHACORA,   134, CASA FUNDOS 21740220  RIO DE JANEIRO RJ ;31719;4;
Cliente Ficticio 4910;R RIO PARANA,   244 06440160  BARUERI SP ;14404;4;
Cliente Ficticio 4911;AV ANGELICA,2395,BL B AP 122 01227907  SAO PAULO SP ;20580;4;
Cliente Ficticio 4912;R CALH FRONTINI,   371 04241000  SAO PAULO SP ;14212;4;
Cliente Ficticio 4913;R CARLOS SANTOS TORRES,    67, APT 01 30285400  BELO HORIZONTE MG ;18009;4;
